id,tweet,label
2.35E+17,"Join us in the AV Dept on Weds Aug 15 at 7pm to watch the free movie,""Joyful Noise"" for all ages,under age 8 needs adult.  #stdlav",1
2.64E+17,@Espngreeny U guys talk about Eli in the 4th qt Big Ben isn't to shabby either and steelers fans aren't complaining trust me,1
2.55E+17,"Off to watch el  classico now.... May even rewatch the first 18mins of yesterday #MUFC, NUFC too",0
2.53E+17,@jemcapeding lets just go protest tomorrow spread to our pirate brothers! We did it with SOPA lets tey it again :),1
2.64E+17,"@JohnKincade Christian Ponder & Samantha Steele, not Jenn Brown. Steele was hanging out with Les Miles on Tuesday.",0
2.64E+17,"China's SSE Composite Index shows the way, up 1.1% on Fri.  The stock market is a leading indicator.",0
2.64E+17,Forget the Ricky Gervais animation show...this is the animation *vid to watch!... http://t.co/sQnBgPpz *May have something to do with us.,1
2.64E+17,@Imaginers_of_1D May I have one with Liam please? My name is Bethan :) x Thank you!  X,1
2.44E+17,"Best attitude for living: ""My Pain may be the Reason for Somebody's Laugh, But My Laugh Must Never Be the... http://t.co/kLcELM2d",1
2.64E+17,@zminnis4 I better see you at Jason's on Friday or Saturday,0
2.64E+17,@reeceh87 Ha ha what Howard Webb you cheeky bugger. Were saving him for Saturday lol!,0
2.63E+17,49ers vs. Cardinals: Vernon Davis and Key Players for Both Teams: The Monday night matchup between the San Franc... http://t.co/eV8OU6Z8,0
2.64E+17,"One. More. Source. C'mon google, just one more #PLEAAASSEEEEE",-1
2.63E+17,camping out on the parade grounds thursday and friday night to make sure our tailgate spot is safe. GEAUX TIGERS,1
2.64E+17,Comedy Central kicks off in Singapore in the early hours of Friday. And who better to lead the charge than Mr Stewart http://t.co/VUF2WH7w,0
2.56E+17,Tomorrow is 12 October 2012. Five years ago on 12 October 2007 the first Wizards Of Waverly Place episode ever premiered on Disney Channel.,0
2.64E+17,"Day 1 of #SunTran riding = 50%. FAIL. I don't know where 110X picks up in downtown Tucson, but it sure ain't 6th & Congress! Calling a ride.",-1
2.62E+17,Fuck it I haven't done nothing in like 2 months. Maybe I will see if my mom will watch Aaliyah tomorrow so I can do something,0
2.64E+17,I want to have a dance party sat. Come to Atl after the game. Lets do it!  @lutzenkirchen @Glamie20 @scotty_simp @MalloryMorgan_ @jorrell76,0
2.58E+17,"#HarryPotter fact: JK Rowling, Harry Potter and actor Daniel Radcliffe all share the same birthday, July 31.",0
2.64E+17,Yeay yeay yeay!!! Home opener tomorrow! Let's go @warriors ! AND excited to hang w/ greatest fans in the NBA! See you all there tomorrow!,1
2.64E+17,oh and Red Tails for the 1st time.. yeah yeah kinda orta late af.. but it was good!,1
2.64E+17,"Guys, when Liam comes on tomorrow. Please spam him to follow @1Dsexydudes it would make her smile. She deserves it. Please. I'm beggin you.",1
2.64E+17,@lewk @ianeditz That used to fly over Bolton on Tuesday afternoons. Think it was Tuesday anyway. Must have been a regular delivery run.,0
2.64E+17,@Real_Liam_Payne Ive got a Maths exam tomorrow. Can you wish me a luck? No? Okay thanks. I wont pass this exam.4,-1
2.64E+17,"@MasonGinsberg  Trade Gordon to the Mavs for Mayo, Kaman, Jae Crowder & 2014 Mavs 1st rounder. Maybe Cuban will take The Risk!",0
2.63E+17,49ers helping the Vernon Davis cause for story on @E60. Profile on him airs tomorrow on ESPN. Good stuff. #E60,1
2.64E+17,So excited to go to Philly tomorrow wifff the best people everrr @rue_says @c_spenceful @LaurenElyse6 and Roseeee :))) #lovethem,1
2.64E+17,@2Lexxi4myshirt everything kanye does needs a news crews presence because he's too black to burn from sun rays,0
2.42E+17,"Foxtel is the best money I have ever spent. Productivity goes down on Tuesday's... Newsroom, Mob Wives, general omg-ness. Love it.",1
2.57E+17,If you don't pipe down I'm gonna injure Tim Howard so you have to watch Jan Mucha all year !! #InsultSomeoneLikeTysonFury,-1
2.64E+17,@Ray_Esa @Don_Tony Heat didn't start the season like that in their 1st year. LA lost to MAVS with no Dirk! Pathetic!,-1
2.64E+17,Teen mom 2 on Monday Ahhh can't wait!!! Wish I could watch with @WhitkaeCRAY19 !!! Best line ever "im addicted...I love weed!!",1
2.64E+17,"Last game for Jr. High Bearcats/7th grade. On the road at Clarksville, 7th a 5:30, Jr. High at 7",0
2.64E+17,Scouted game tickets for Clippers and Celtics on 27th of December with Dayne. getting ahead of ourselves?nahhhh!,0
2.64E+17,Hear @scottzolak's exclusive conversation with Tom Brady right now on @985TheSportsHub. Hear the rest on Patriots All Access Friday on WBZ 4,0
2.63E+17,"Parlay hit, fantasy teams won, Giants sweep, Niners smash. Best week ever, and it's only Monday.",1
2.64E+17,"Stats are stats, & records can be broke.. but crunch time 4th quarter, Jordan had niggaz SCARED to D up... Bron,KD & Kobe can't say the same",-1
2.64E+17,"ZUMBA FITNESS CLASSES IN ERDINGTON - EVERY WEDNESDAY - ZUMBA IS FOR EVERYONE! Loaded with red-hot dance steps, Lati.. http://t.co/oyRjeEDN",1
2.64E+17,Barclays Profit Driven by Investment Banking: LONDON--Barclays PLC (BCS) Wednesday continued to reap the rewards... http://t.co/jBz4Ha55,1
2.58E+17,"PUMPED! MT @NestaMAZING: Tina Fey & Amy Poehler will host the 70th Golden Globe Awards in Jan &, for once, I may care about an awards show!",1
2.63E+17,Did you catch this? http://t.co/zR1m2TNP Pretty Little Liars' Marlene King: Toby Isn't a Double Agent ""He's On Team A"" - Exclusive,0
2.59E+17,"See you all in the church tomorrow's MIRACLE SERVICE at 7pm, and God will be bless you in Jesus name. John 3:16... http://t.co/jPlvGD4p",1
2.64E+17,Have a say in what we Play!! PICK THE HITS to win Gossip Girl S4 on DVD http://t.co/mCwPN3uI You have until Nov 6th to do the deal.,0
2.63E+17,@prabhu84 Wiki says her 3rd marriage"RT @MeTalkTruth:hahaha @ShashiTharoor is trying 2 understand love with his 3rd wife as her 2nd husband",0
2.55E+17,"I ain't asking for much, just listen to atleast the 1st 3 songs & give me some feedback>>>DreamTeam (Full Mixtape) http://t.co/OzvJr3jY",1
2.64E+17,"my iTunes is playing sun is shining by bob marley, my ears can't trick me, it's BLOODY freezing. hat, scarf AND gloves today kids!",-1
2.54E+17,Can not wait for the 3 season of Mob Wives. #TrueBitches #January @DritaDavanzo @Carlafacciolo,1
2.64E+17,@real_liam_payne Liam please follow me for my birthday on the 3rd! Love ya! c:,1
2.64E+17,"UNC leads the all-time series against UVA by 58 to 54.  Come November 15th, Fedora and the boys are gonna make it 59.",0
2.64E+17,Going to sunderland vs villa on saturday.. Dont hold the highest hopes for a good match,-1
2.61E+17,Matt Flynn May Never Play Quarterback for the Seattle Seahawks - Bleacher Report: Bleacher Report... http://t.co/8HuFaY8L #seahawks #nfl,-1
2.60E+17,@BobsieHill Major lols. Where you get that from? Ricky Gervais? :-P may be up for some BFME later x,0
2.64E+17,Who remembers the song Friday by Rebecca Black,0
2.60E+17,Be proud of what you do! Monday Morning Motivation: Martin Luther King Jr. http://t.co/CHy9jz07 #Inspiration,1
2.62E+17,Emile Heskey scores a bicycle kick (2nd goal) for Newcastle Jets v Melbourne Victory!!! http://t.co/O0PP1KaL --- What the ? How the ? Why...,1
2.51E+17,Joyful Noise gathers Wednesday nights at 7 PM in the sanctuary. Come and sing with friends!,0
2.64E+17,@Amanda_Holden how sad are you that Downton Abbey ends Sunday? :(x,-1
2.64E+17,@thereisnoBattle 1st using the Pacers...never even practiced with em.,-1
2.64E+17,"Norwich City book signing this Saturday with @edcouzenslake and ex-canary friends, before the Stoke game! http://t.co/pwtLHkZ6",0
2.64E+17,Man just watched the Lakers highlight from yesterday and there going to get destroyed tomorrow,-1
2.64E+17,Pacers won without Granger to night David West step on in the 4th #GoIndiana,1
2.64E+17,"John 3:16,the Fab Four,the 50 Yard Line,the 13th floor,9/11,the Dirty Dozen,we're all waiting for the 2nd coming...Numbers-JMC #GreatSong",1
2.64E+17,"49ersParadise HOP: Alex Smith Named NFC Offensive Player of the Week and More NFC West News [BR]: Thu, 1 Nov 201... http://t.co/Ebff8hs5",0
2.64E+17,Can't wait to kick it with these outstanding musicians as well as perform for my New England fans on Saturday... http://t.co/vn7WYrzx,1
2.47E+17,"@justinbieber i miss Kidrauhl, proud of Justin Bieber. I love you today, tomorrow and always.",1
2.64E+17,"but Kevin Durant did become the 2nd youngest player in NBA history to reach 10,000 point",0
2.58E+17,Tina Fey & Amy Poehler are hosting the Golden Globes in January. Best news today!,1
2.55E+17,My idol is tuning 15 on Monday! She's growing up so fast!! I remember when she was that girl on Wizards of Waverly Place @bellathorne,1
2.62E+17,Willis McGahee had a pretty gruesome knee injury in the Fiesta Bowl... Bills still drafted him late in 1st round.,-1
2.63E+17,I have to go out drinking on a Wednesday so i cant watch the Bachelor until the next day #firstworldpains #brockuproblems,-1
2.64E+17,@Ratchet_Fuji  #FightForMatt I think that I want to make it spread so that you may not be inconvenienced. I wish  Matt becomes fine.,1
2.64E+17,"@RobertBnjmnSays hi there! Tom in Radnor and sat Mutt Strut, the pump chip. Not sure on the bacon.  I just threw out bc of the storm.",0
2.64E+17,"Free dress day tomorrow, well lsu or Alabama shirt with jeans",0
2.55E+17,"Excited for Super Sunday coming up? Milan Derby, El Clasico, Newcastle-Man Utd, Marseille PSG? Should be epic. Keep it locked here 4 updates",1
2.64E+17,(Times Pic) LSU Coach Les Miles says he may let Jordan Jefferson talk to the team http://t.co/iqLJx5Ay #LSU,0
2.64E+17,I don't think Dwight Howard is gonna last in LA. He's already frustrated and it's 2nd game... Uh oh,-1
2.53E+17,The Philippines has just passed a law worse than SOPA. http://t.co/GQdlCRvb,-1
2.64E+17,"To start 2nd quarter action, Lamar Odom checks in for the first time.",0
2.46E+17,"@tokyo_sexwhale @jayirichardson LeBlanc was nominated for an Emmy and won a Golden Globe, so that may have something to do with it.",0
2.64E+17,it's officially November 2 here in the Philippines.. so.. umm.. HAPPY BIRTHDAY Kendall! i love you! @HeffronDrive @bigtimerush,1
2.64E+17,"Well, the sun is finally coming up, so it's time to slap some bacon on a biscuit and get to work.  #burningdaylight  Laters, Patriots!",1
2.63E+17,Highlight of that game was the bottom of the 10th. Some guy chillin with a John 3:16 sign behind home. Sup bro.,1
2.63E+17,"Watching ""Contraband"" for the 3rd time, Mark Wahlberg is the man!",1
2.64E+17,"Hint #2:  @closethedoor raced in the first SSCX race in New England.  He was, of course, 5th/6.",0
2.64E+17,"Bills' Williams says Texans forced his hand: As Mario Williams prepares to face his former team for the first time Sunday, the highly...",0
2.64E+17,@MariahRoseFaith it won't work for me because iPod but whatever I'm honestly way too tired to care I'll find it on tumblr tomorrow,-1
2.63E+17,"@OldMaryJade you might not wanna come to anatomy tomorrow, we have a test lol",-1
2.63E+17,So KG gets a fouls called for not touching Chalmers ..... incredible that boi better be the 1st victim of many more fines to come #stopit,-1
2.62E+17,Cannot wait to smash dinner tonight and eat my feelings...and then box all of it off tomorrow Muhammad Ali style.,1
2.57E+17,SOPA Is Back!  As a Ransomware Virus: "After historic Internet protests in January the SOPA anti-piracy... http://t.co/05si8Pc2 #infosec,-1
2.60E+17,I'm having White Collar withdrawal. I can't wait till it comes back in January.,1
2.64E+17,@BWade133 @deshotel22 I'm guessing the night of the 16th is gonna work the best. Invited you and Nick on FB.,1
2.64E+17,"Filmclub back Monday with ""Source Code"", a sci-fi techno-thriller with Jake Gyllenhaal, directed by David Bowie's son! http://t.co/a5OMXi9m",0
2.64E+17,Going to some like it hot in newcastle on Saturday for a dance off @chelsfergo,0
2.64E+17,@TheEllenShow: I didn't want New York to miss my Madonna show. Get ready for Monday! It's gonna be on WNBC! Aw how nice,1
2.63E+17,"LBJ out with cramps. Steps on Chalmers. C's ball. Offensive foul. 100-89, Heat ball. 7:57 left in the 4th.",0
2.64E+17,I'm talking all types of shit now....cause the Celtics may be 0-1 but the Lakers 0-2 LMAOOOOOOOOO!!!!!!!!!,0
2.60E+17,@trey4tide she said she would but she has to be in miss America pagent in december,0
2.64E+17,I'm going to KFC tomorrow so ANDY (the guy/boy idk what age he was) better be there because he's like my runaway love,1
2.64E+17,@iTz_Sledge Michael wants to the DC game tomorrow,0
2.64E+17,"New Plymouth's run at state ended by West Side high tonight, 21-13. Marsing hosts Salmon tomorrow in 2A q-finals.",0
2.56E+17,@jppalmCBS Georgia in the Sugar Bowl?  What game were you watching Saturday night?,0
2.64E+17,@krisolsen have a big show on in Melb tonight then back in Singapore on Sunday for a month!!,1
2.64E+17,"Giving away a trip to Dallas to see Steelers vs. Cowboys on the @961kiss Facebook page, enter before TOMORROW at Noon https://t.co/CRo9LkCb",0
2.60E+17,"Don,t Miss it International Stuttering Awareness Day: 22 October was designated International... http://t.co/0o8yY6jD Check out New Post",0
2.64E+17,I might just die if I hear one more person say that Halloween is the Devil's birthday. That's crazy!!!! I was born on May 19th.,-1
2.64E+17,"@Nikki2987 Saturday morning movies at the theatre! Tom & Jerry, The Jungle Book! Loved that I always got to bring a friend! #PositiveThurs",1
2.64E+17,"@CoL_70 Yep, Mavs started 0-4 before racking up 67 wins in 06-07. Of course they also flamed out in the 1st round against Golden State.",-1
2.64E+17,@AdeleCFC still be in bolton i think :) you free sunday then? X,0
2.64E+17,In bed in Plymouth hotel for the last night of holidays - home tomorrow. Had fun meeting @TomDaley1994 and @toniacouch but time for home :(,1
2.64E+17,SO noone told me about Slingbox? I could've been watched Sons Of Anarchy AND the Niners game on Monday!,0
2.62E+17,"@PauDusi I was supposed to go to the 30 Rock on Monday so I could buy some NBC stuff, but my brothers were tired and we had to go home :(",-1
2.64E+17,@LFC is there a fanpic being taken at Anfield for the game on Sunday?,0
2.49E+17,@justinbieber the 1st day I ever watched a Kidrauhl videoThe one of u singing in the mirror #Believe I thought u were adorable&u still r (;,1
2.64E+17,Buy my new album comming out called "fuck you procrastination 3" ft. Drake trey songz NWC MEEK Rick Ross. Drops in WSHH november 19 cop it!!,1
2.64E+17,"@MegaCeltsfan true!..dude hasn't gotten it in his 4th season and still plays the same, can't be like Alex Smith who just got it together lol",-1
2.64E+17,@alwaysfetish it sounds similar to you but to them its like Rebecca black singing 'Friday'...lol..,0
2.61E+17,I wanna see @lalahhathaway Friday with al green so bad. Missing my Pinkroom family!! #,-1
2.58E+17,"Tina Fey and Amy Poehler will host the 70th Golden Globe Awards in January and, for once, I may care about an awards show!",1
2.64E+17,Got so excited because today is thursday and Grey's Anatomy was coming on. But then @Tee_Jay_Gee reminded me that it's not. #crushed,1
2.64E+17,Liverpool return to League action on Sunday with an Anfield clash against Newcastle.... http://t.co/kFypvx2F,0
2.50E+17,Watching Laugh At My Pain with @kevinhart4real on this cool Saturday night http://t.co/B39lNODk,0
2.60E+17,"Boston Rob may have won Survivor AND The Bachelor, but definitely not the FINCHELOR. #RHAP #FAN",-1
2.62E+17,"#Senate Be Barack Obama for Halloween: In March, after Romney beat Rick Santorum in the Ohio Republica... http://t.co/k0CdmmKc #Politics",0
2.58E+17,Tina Fey and Amy Poehler are going to host the Golden Globes on Jan 13.  *hyperventilates*,0
2.63E+17,"Have the privilege to ride DOD sponsored float in January 1 Rose Parade in Pasadena, California!",1
2.60E+17,I liked a @YouTube video http://t.co/1hzJc8Yo Chris Jericho's 1st appearance after the Royal Rumble 2002 PPV (1/2),1
2.64E+17,"Spotify is all ""Matt and Kim station eh? May we suggest David Guetta?"" No, you may not.",-1
2.64E+17,WVU's #QSU meetings will be at their regular time again starting tonight. Meet us at the Mountainlair Laurel Room at 8:00pm every Thursday.,0
2.62E+17,I cant hire the Honey Badger to mow my lawn now...but sounds like he may be better suited to be a weed eater.,0
2.63E+17,"@RockfordMules I want you to cover ""Let's Stay Together"" by Al Green on Saturday, just because city pages warranted it.",0
2.59E+17,A final sign that you're growing is that you find time to watch 30 Rock on Netflix on Friday at 2pm. #toofar? http://t.co/FoGpTkbV,0
2.64E+17,@iansomerhalder Just wanted to let you know that TVD was AMAZING tonight!!! Only the 4th episode and it was so intense! Loved it! :),1
2.64E+17,I remember when I had twitter jail on a football Sunday during the Cowboys game. The game wasn't even halfway done #HatedIt,-1
2.61E+17,#feedmemore "@WRESTLEZONEcom: Chris Jericho explains why he thinks Ryback should beat CM Punk on Sunday: http://t.co/snzePrvu",0
2.45E+17,"#JustinDoAFollowSpree c'mon, u want to Kidrauhl follow u'r amazing account? So let's trend!^^",1
2.62E+17,Absolutely amazing day! November 11 is the HUGE revealing party for NLC. I absolutely can not wait ~ Pastor C,1
2.62E+17,Honey Badger and Jordan Jefferson both got arrested for pot possession for the 3rd time. He's out for good #fuckkkk #herbaddiction,-1
2.62E+17,3rd in 2 games!!! Emile Heskey bags the opener for Newcastle Jets. He Scores when he wants ! :P  x) http://t.co/FJo5ZN6G,1
2.64E+17,"A model walks during the 18th annual Salon du Chocolat show in Paris, wearing a dress made entirely out of... http://t.co/h5e4fqXY",0
2.64E+17,@ThaNorseGod Tim Tebow has already had more success than over 95% of QBs who have ever been in the NFL and this is his 3rd season. "killed"?,1
2.64E+17,@aliwoodward did you play for Exeter 1st team against Swansea yesterday?,0
2.63E+17,"This is the worst year possible to be obsessed with someone and want to be at every single one of their concerts, I have GCSE's and SAT's!:(",-1
2.64E+17,@shalisemyoung oh didn't I see where Tom Brady is the 9th most overrated NFL player. Yes this explains it.  #nflplayersarehaterstoo,-1
2.63E+17,"If I knew that tomorrow the world ends, I still today, plant a tree. Martin Luther King",1
2.57E+17,I love competing in the Miss America's Outstanding Teen program.. Can't wait until tomorrow! #pageantday,1
2.63E+17,"Klas-Jan Huntelaar,Demba Ba,Fernando Torress and Fernando Llorente who do you want Liverpool to sign in  January?",0
2.62E+17,@LSUFreek C'mon man! Honey badger just don't give a shit!,-1
2.64E+17,@Twel5 I know! We went to dinner and Brett made sure he got his Thursday #Hammersticks chicken fingers though!,0
2.62E+17,Tomorrow is #PitBull Awareness Day! Help us change the perception so many people have about this wonderful breed. http://t.co/MgeUbZH6,1
2.64E+17,"@OpBBQRelief is heading to Tom's River NJ and Manhatten, please consider donating to the cause. They feed 1st responders and communities.",1
2.64E+17,ive got 1st unit: BK RoStu Maggette CV31 GMonroe & 2nd unit: Bynum Daye Tay Jerebko Drummond i hope JR watchez the Pistons stickz w/ em sum.,0
2.64E+17,@davidubben The only reason #WVU doesn't lead this stat is because WVU skips giving up 1st downs and just lets them score...,0
2.64E+17,@JazzzyyJ: this is the first Thursday in a long time where i didn't get to see @lokaay :( #HowSad Skype counts (:,-1
2.51E+17,got Being Human series 4 today. May just watch that tomorrow if this shitey weather continues :),-1
2.64E+17,"Let the debate begin: Eli or Big Ben - When the Steelers play the Giants on Sunday, there will be something swirling... http://t.co/wxs2iOn7",0
2.63E+17,"Betting on the Honey Badger: Will Tyrann Mathieu Make it to the NFL?: This Aug. 2, 2012 file photo shows LSU cor... http://t.co/DG6LMPOa",1
2.64E+17,I havent went to Philly in a while :( my mom going tomorrow but she coming back the day after. & that's bullshit.,-1
2.64E+17,"**(DM)** ME THE 1ST  THING THAT COMES TO UR HEAD! WHEN U HEAR SOME1 SAY: One Direction, Harry,Louis,Zayn,Niall or Liam the boys",0
2.63E+17,"Big Brother may be watching you right now, and you may never know. #Surveillance is the new normal http://t.co/ZKKyVxOf",-1
2.63E+17,"Morning Twitterites! Goal: By 5pm Friday, want to see MSM report on Benghazi, and Obama below 42% in polls. HAMMER IT HOME, PATRIOTS!",1
2.58E+17,Giants' Scutaro leaves game with hip injury: San Francisco Giants second baseman Marco Scutaro left Monday's NLC... http://t.co/lTU4FsFu,0
2.63E+17,"Its monday! That means...back to work, movie premiers, Hustle and Flow Mondays, DJ Table with Afrojack tonight at... http://t.co/igt8w4BT",0
2.62E+17,@1stAvengerACM love Al Green. Saw him in concert in July...he's still got it,1
2.64E+17,"December 4th 2011 Curitiba, Brazil - The first and last time I saw Suicide Silence with Mitch. I'm glad I ha http://t.co/xjx0DtNI",1
2.64E+17,In May OKC is still gonna b the primary threat to lose to the Lakers,-1
2.63E+17,@Btch_PayME @i_fly1stclass he said if Chris bosh had to burp that shit wouldn't come out til tomorrow long neck mothafucka lmfaoooo go head!,-1
2.63E+17,Napoleon Dynamite in the morning good way to start of my Sunday lol,1
2.64E+17,@foodstyleaholic I really enjoyed the chicken liver parfait and the featured peperonata risotto (hope they're still serving it tomorrow)!,1
2.56E+17,Miss America visits Wichita Wednesday: The current Miss America was in Wichita Wednesday to talk about her passi... http://t.co/uTy3JBMc,0
2.64E+17,#F2S Saints Trip Moved - Everton's January trip to Southampton has been resheduled after it was selected for live te... http://t.co/lHWN7AMb,0
2.62E+17,"TOUCHDOWN #3!! 21-0 at the beginning of the 2nd quarter is kinda ridiculous. Haha. Oh well, ROLL TIDE!!",1
2.64E+17,@_Crystall07 lol well my parents said no tomorrow and Sunday she said u could come to mi casa but if no then on the day u said el oh el,-1
2.64E+17,"#NUFC's last league win at Anfield was actually my first visit there, in 94.An emotional day with the 5th Anv. of H'boro #LFC",0
2.64E+17,@justinbieber please Justin follow me ? Hope everyday ! Je t'aime ! Can wait to see u in Paris for the 1st time ! Je t'aime <3,1
2.64E+17,Heather to the rescue! Just agreed to do 4Sight at Oldham tomorrow :-) #4networking #oldham,0
2.64E+17,Is that live or the 2nd half of the orange bowl? #daboswinneyproblems MT @davidpollack47: a late arriving crowd. http://t.co/MIPUMtMZ,0
2.59E+17,Remind me to watch 30 Rock online on Friday... Ryan Lochte is going to be on it ;),0
2.64E+17,WTF. So now we have to wait til friggin' JANUARY for the next episode of Pretty Little Liars. What is this?!,-1
2.62E+17,Got to show my rubbishy physics presentation tomorrow :/ The only good bit is Daniel Radcliffe singing the elements song ;),0
2.63E+17,"If A&M goes 9-3 and Texas goes 9-3, they actually might meet up in the cotton bowl in January",0
2.58E+17,I'm delighted that Tina Fey and Amy Poehler are hosting the Golden Globes. How am I supposed to wait until January 13? #wantthistohappennow,0
2.64E+17,I don't have a jersey to wear tomorrow so I think I'm a just wear a Mavs shirt. Lol,0
2.64E+17,#SEC on @SDS - Is the SEC behind Alabama this Saturday night? http://t.co/QPN7LKEe,0
2.52E+17,March the entire Rose Parade in wooden shoes? The MOC-Floyd Valley "Pride of the Dutchmen" High School (Orange... http://t.co/y8L46GVr,0
2.64E+17,"Lana Del Rey is playing in May ahhhh have to go, bless you @soph_mchale for revealing this information x",1
2.64E+17,2nd night going to sleep with this girl on skype lol @xJNasty <3 http://t.co/Ic2AJf5G,0
2.63E+17,"*A hot cup of coffee on a cold morning & some nice country music to go gets me everytime :)! #WeAreND (8-0), 3rd in the BCS!",1
2.63E+17,Meet us at 9755 Chalmers tomorrow evening 5:30-7pm- A Righteous Girl Meeting take sum time out your day to have sum christian girl talk...,1
2.55E+17,"It's the first week of CBB season, marquette madness Friday night.  #fanupmu",0
2.64E+17,I could have been asleep by eleven. Except I found m iPod.... I'm going to be so tired tomorrow.,-1
2.64E+17,TV Ratings: CBS and FOX split a low-rated Wednesday: On a night impacted by both Halloween and the after-effects... http://t.co/OTzZ5FFL,-1
2.64E+17,"Jubiliant Girl won the 5th, trainer John Sadler's 1,997th TB win in N. America. He also has 2 TB wins vs. QH and 1 win in Dubai. #santaanita",1
2.58E+17,"Former ""Saturday Night Live cohorts Tina Fey, Amy Poehler are teaming up to host the Golden Globe Awards.",0
2.64E+17,"The good news: Parks opening Sat. a.m., the bad news: the destruction http://t.co/qTVXjOa4",0
2.64E+17,"After 6 seasons, Gossip Girl's ready to say goodbye on December 17th with 2 hour special ""New York, I Love You XOXOX""",1
2.61E+17,"@SpicyMamacita69 I hate those movies and Devil Inside, and I think it's called 4th kind. All those documentary type.",-1
2.64E+17,hmmm how about this book for my birthday.. and El Clasico in La Liga will happen on March 3! sweeeeet! http://t.co/3qSFAiIU,1
2.64E+17,I love Thursdays....Grey's Anatomy....One day closer to Friday.....and No driving to Huntsville.,1
2.64E+17,People may hate on Jersey Shore but honestly I love it.,1
2.64E+17,"Demba Ba is rated as '50-50' to make Newcastle United's trip to Liverpool on Sunday, with the striker nursing a... http://t.co/Xs5uSb0d",0
2.55E+17,El Classico on a Sunday Night isn't perfect for the Monday Morning !!,-1
2.63E+17,Why can't Sean's season of The Bachelor just start Monday? #roses #TheBachelor #EXCITED #bestshow,1
2.64E+17,"@AlistairWhite tomorrow? I don't think so babe, sorry... only confirmed sunday with Pats...",-1
2.52E+17,"My Saturday night is the movie Contraband, Kate Beckinsale is good looking",1
2.64E+17,@26nillive @jimmystirling is currently on a 2 week trial with stoke city played for their firsts in a training game v Rochdale on Tuesday,0
2.64E+17,"@apwestgarth In case you didn't spot it, Greys Anatomy is back next Wednesday at 10 on Living // @stack72",-1
2.64E+17,@Jonny_Hancock87: If you google fresh prince costume" I'm the 3rd picture!" That's cool!,1
2.64E+17,"@WilliamsonNFL what do you think, dynasty league, Trent Richardson and my 2nd and 3rd round picks, for Ridley and two 1st rounders?",0
2.61E+17,Watching the 3rd episode of New Jersey Shore and I've just realised the theme tune has changed! #BringBackLMFAO,0
2.64E+17,Tom Stone has this soccer team rolling. HUGE game tomorrow against Baylor in the Big 12 Semifinals. #wreckemtech http://t.co/drR4kNw7,1
2.59E+17,This is only the 4th time wearing my Concords,-1
2.64E+17,Bold prediction: Cowboys will beat the Falcons Sunday night! #CowboysNation,1
2.64E+17,"Who the hell moshes at Matt and Kim?? Next time watch out for my face, mofos! My cheekbones better not be purple tomorrow. @alexanderCXV",-1
2.64E+17,"It's #DigitalWednesday! If you want an MP3 of ""Keep your Foot on the Devil's Neck,"" be one of the 1st 10 people to respond ""I DO!""",1
2.64E+17,"Jonathan Grimes / Grimes, who was claimed off waivers by the Texans on Wednesday, http://t.co/AwPcBkVf #NFL #HOU",0
2.64E+17,"@HiIAmEbalyn Kuttay,you have an exam tomorrow yes?All the best :D do well and don't think about Zayn and all :P focus and shit :P bye <3",1
2.58E+17,How in hell did Philly give #MichaelVick a 100 million dollar contract? They would be better off with Matt Flynn for a 1/4th price. #Idiots,-1
2.56E+17,"@LouRockin4Vonn Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th from 8-11 w/ AJA, DREAMTEAM, HQB, DSB & HIB",0
2.64E+17,This nigga Dwight Howard has end of the game stats in the 3rd quarter,0
2.64E+17,"To whom this may concern: Please get your shit together before you talk about somebody else Love, Paris",-1
2.63E+17,Did the Patriots just actually blitz on 3rd down.. amazing what some pressure does,1
2.64E+17,no Chipotle today and no Grey's Anatomy tomorrow......... obviously the world hates me,-1
2.64E+17,@annalilia @arrogantlaker they are going in on the Lakers. Mike Brown may need to take notes..,0
2.64E+17,"(And trust, I could talk forever about Madonna's choice of singles. Would *anything* from MDNA had been a better 1st single than ""GMAYL?"")",1
2.64E+17,@_robnotbob haha it'll be alright. We got Swansea on Saturday tho away hahaha just like we talked,1
2.64E+17,last day of work and then my 1st official vacation! going to see my little bro in florida tm! and my mommy! #FamOverAll,0
2.63E+17,"3 days of Halloween starts tomorrow: Day 1 - David Bowie, day 2 - poker face, day 3 - skeleton #HOLLA",0
2.63E+17,"@joelmchale February?! The fuck. NBX shitting the bed w/ Community, Parks and Recreation, Up All Night and 30 Rock",-1
2.59E+17,"You can get up early Thursday morning and come to see Rick Santorum at the Charlotte Victory Center; or,  If you... http://t.co/bCbhSVum",0
2.54E+17,Steve Jobs and Dr. King on the same level?!?! Nah... C'mon Kanye..,-1
2.64E+17,Drake didn't drop any new shit in October. @JaimeeHendrix cried this morning when he realized,-1
2.64E+17,@Noe_BuenaVidaJB from Brazil. It has some differences. We may have the same words for some things but the pronunciation is way different :),0
2.64E+17,"If Alabama loses to LSU on Saturday, the BCS Championship Game could be played without an SEC team http://t.co/lORN0lRd via @FoxSports",0
2.64E+17,Leah from teen mom 2 is pregnant with her 3rd child and is getting married for the 2nd time to a new guy.. Congrats you're 19.,1
2.64E+17,"Tom Horne was a lying bastard when he said he marched with MLK, he's a lying bastard as Arizona AG. That's why I love him. XO Jan Brewer",0
